page_group_name,post_url,comments,type,shares,love,wow,haha,sad,angry,likes,post_message,lex_found
💖နိုင်ငံတော်အတိုင်ပင်ခံပုဂ္ဂိုလ် ဒေါ်အောင်ဆန်းစုကြည်၏ မျိုးဆက်သစ်များ💖,https://www.facebook.com/groups/690887914347608/permalink/2923490784420632,1007,Photo,89,366,134,0,0,0,0,. မင်းတို့ က အမတ် အရေအတွက် ၁၆၇ ယောက် ရ ရင် သမ္မတ ရွေး လို့ ရ တယ် ဆို တာ မင်းတို့ သိ တယ် ။ ငါတို့ က အမတ် အရေအတွက် ၃၃၃ ယောက် ရ မှ သမ္မတ ရွေး လို့ ရ မှာ ဆို တာ ငါတို့ သိ တယ် ။ မင်းတို့ က ၂၆ ရာခိုင်နှုန်း ရ ရုံ နဲ့ အစိုးရ ဖွဲ့ လို့ ရ မယ် ဆို တာ မင်းတို့ သိ တယ် ။ ငါတို့ က ပြိုင် တဲ့ နေရာ တိုင်း မှာ အနည်းဆုံး ၆၇ ရာခိုင်နှုန်း ရ မှ အစိုး ဖွဲ့ လို့ ရ မယ် ဆို တာ ငါတို့ သိ တယ် ။ မင်းတို့ ဖက် က ဘယ်သူ မှ မရွေး ပဲ လွှတ်တော် ထဲ မှာ အ သင့် ထိုင် နေ တဲ့ ၂၅ ရာခိုင်နှုန်း အမတ် တွေ ရှိ တယ် ။ ငါတို့ ဖက် က ပြည် သူ ကရွေး မှ လွှတ်တော် ထဲ ကို ရောက် ရ မှာ ဟျောင့် ... စည်းကမ်း ပြည့်ဝ တဲ့ ဒီမိုကရေစီ နိုင်ငံ ရဲ့ ဖွဲ့စည်း အုပ်ချုပ် ပုံ အခြေခံ ဥပဒေ အရ ရွေးကောက်ပွဲ ဆို တာ ဒါကို ခေါ် လား ကွာ ။ ငါ ကတော့ ဘယ် နိုင်ငံ မှာ မှ ကျင့်သုံး တယ် လို့ မ ကြား ဖူး ပါ ဘူး ။ ဒါ ပေ မယ့် ... ကမ္ဘာ မှာ ပြိုင်ဖက် ကို တ ဝက် နည်းပါး အကြော ပေး ပြီး ပြိုင် တဲ့ ပါတီ ဆို တာ လာ ကြည့် မြန်မာ ပြည် က NLD ပဲ ရှိ တယ် ။ ပြန် ကြည့် ဘယ်တုန်းက နိုင် ဘူး လို့ တုန်း စောင့် ကြည့် အခု လည်း မ နိုင် ဘူး ။ မ ယုံ ဘူး လား ??? ထွက် ခဲ့ ကြိုက် တဲ့ သူ ။ ကိုယ့် နိုင်ငံ ကရွေး ကောက် ပွဲ က မစ သေး ဘူး ထိုင်း မှာ ရောက် နေ တဲ့ ကိုယ့် အမျိုး တွေ က အမေ စု nld ပဲ ... တဲ့ ။ စင်္ကာ ပူ မှာ ရောက် နေ တဲ့ ကိုယ့် အမျိုး တွေ က လည်း အမေ စု nld ပဲ ... တဲ့ ။ မ လေး ရှား က လည်း အမေ စု nld ပါ ပဲ ။ ကို ရီး ယား နဲ့ ဂျပန် ကတော့ မ မေး နဲ့ အမေ စု nld ဆို တာ ယုံ ပီး သား ။ ကိုင်း ... ပြည်တွင်း မှာရှိ တဲ့ အမျိုး တို့ ခင်ဗျား တို့ အားလုံး စဉ်းစား ကြည့် ။ ဦး နေ ဝင်း က ၂၆ နှစ် ညာ ဖက် ဖိနပ် နဲ့ နင်း ခဲ့ တယ် ။ ဦး သန်း ရွှေ က ၂၂ နှစ် ဘယ် ဖက် ဖိနပ် နဲ့ နင်း ခဲ့ တယ် ။ ဦး သိန်း စိန် က ၅ နှစ် သူတို့ နှစ် ယောက် နင်း တဲ့ ဖိနပ် ကို ဆက်လက် ထိန်းသိမ်း တယ် ။ အဲဒီ ဒဏ် ကို လွတ် တာ ( ၄ နှစ် နဲ့ ၆ လ ) လောက် ပဲ ရှိ သေး တယ် ။ ဒေါက်ဖိနပ် တ ရံ နဲ့ ကမ္ဘာ ကို ပတ် လျှောက် ရင်ဖုံးအင်္ကျီ နဲ့ ချိတ် ထမိန် တ ထည် ရဲ့ ယဉ်ကျေးမှု ကို ချ ပြ သူ လာ ရာ လ မွး ကို ကော်ဇော နီ ခင်း လို့ ကြို ဒီလို တန်ဖိုးဖြတ် မ ရ တဲ့ ခေါင်းဆောင် ရဲ့ အောက်မှာ နေ ရတာ ဘယ်လောက် စိတ် ချမ်း ရာ ရ တယ် ဆို တာ ထမင်းစား ပြီး ကြီး လာ တဲ့ အသိဉာဏ် ရှိ တဲ့ လူတိုင်း သိ ကြ မှာ ပါ ဗျာ ။ ဒါကြောင့် ... ပြည် သူ အားလုံး စိတ် ချမ်းသာ ဖို့ အမေ စု ကို မဲပေး စို့ ။ Credit- ထွန်းတောက် ... 🔖 မောင် မာ ဘ ဘုန်း .. ပြန်လည် မျှဝေ သည် ...Copy...Please...Photo..Crd...2.10.2020...,
"💖""NLD"" သတင်းမှန် သတင်းစုံ💖",https://www.facebook.com/groups/301213340823851/permalink/682960119315836,959,Photo,41,120,118,8,3,1,2,ဒီနေ့ ..... ကျ တော် တို မော် ကျွန် မြို လေ မှ ရဲရဲတောက် သွား တာ ပဲ ပျော် စရာ ကြီး,
💖2020 NLD အောင်နိုင်ရေး Group.💖,https://www.facebook.com/groups/205372839887984/permalink/1025503541208239,382,Native Video,47,217,62,0,0,0,0,အမေ ပြော တာ လေး ကို နားထောင် ကြည့် လိုက် အမေ က အမှန်တရား တွေ ဘဲ ပြော တတ် တယ် ၊ အနာဂတ် မျိုးဆက်သစ် တွေ ဘဝ စိတ်ချ ရ ဘို့ NLD ကို မဲပေး ကြ ပါ စို့ ။,
"💖""NLD"" သတင်းမှန် သတင်းစုံ💖",https://www.facebook.com/groups/301213340823851/permalink/681560369455811,620,Native Video,204,185,50,5,4,0,0,,
💖နိုင်ငံတော်အတိုင်ပင်ခံပုဂ္ဂိုလ် ဒေါ်အောင်ဆန်းစုကြည်၏ မျိုးဆက်သစ်များ💖,https://www.facebook.com/groups/690887914347608/permalink/2920226281413749,546,Native Video,77,165,35,2,0,0,0,,
💖အမေ့သားသမီးများသီးသန့်💖,https://www.facebook.com/groups/1250425025055426/permalink/3430152967082610,824,Photo,89,45,84,0,0,0,0,,
မြောက်ဦးဆရာတော် အရှင်ဝါယာမိန္ဒ ကိုကြည်ညိုကြမည့်သူငယ်ချင်းဓမ္မမိတ်ဆွေများ,https://www.facebook.com/groups/167416020699286/permalink/802676797173202,731,Native Video,92,173,137,3,0,0,0,,
အမေစုကို ချစ်ကြသူများသာ (သီးသန့်),https://www.facebook.com/groups/131667613924620/permalink/1195065007584870,3348,Photo,115,309,367,1,2,1,0,ကြည့် သူတို့ တွေ လဲ အနီ,
ရွှေပြည်သာသားတို့ဆုံစည်းရာ,https://www.facebook.com/groups/397009007098152/permalink/2069418523190517,609,Photo,43,142,2,20,0,362,0,,
နောင်​ချို မီဒီယာGroup,https://www.facebook.com/groups/1782051322104997/permalink/2689505338026253,1474,Photo,46,448,10,15,0,1,0,ဘန့် ဘွေး ဂိတ် မှာ ကြေငြာ ထား တာ လေး ပါ ။ ရှမ်း ပြည် ဖြတ်သန်း သွားလာ မည့် သူများ သတိပြု ဆင်ခြင် နိုင် ဖို့ ဖော်ပြ လိုက် ရ ပါ တယ် ။,
💖အမေ့သားသမီးများသီးသန့်💖,https://www.facebook.com/groups/1250425025055426/permalink/3429666643797909,679,Photo,47,243,10,23,0,21,9,ကို ရီး ယား သံအမတ် ကဘာ စောက် ချိုး ချိုး တာ လဲ ။ မဲပေး မယ့် မြန်မာ တွေ ကရာ ဇ ဝတ် သား တွေ စောက် ဆင့် မရှိ တဲ့ ၁၀၉ / ၁၁၀ တွေ မဟုတ် ဘူး ။ နိုင်ငံရေး ခံယူချက် အ ပြည့် နဲ့ အပင် ပန်း ခံ ငွေ ကုန် ခံ အလုပ် ပျက် ခံ ပြီး သံရုံး ရှေ့ ရောက်လာ ကြ သူ တွေ ချည်း ပဲ ။ အဲ့ ဒါကို ရဲ ခေါ် ပြီး ထိန်း ခိုင်း တယ် ။ မြန်မာ တွေ စောက် ဆင့် မရှိ ဘူး မင်းတို့ကို ရီး ယား ရဲ တွေ လာ ထိန်း ဆို တဲ့ အထာ လား ။ ကိုယ့် လူမျိုး ကိုယ် သိက္ခာ ပြန် ချ နေ တဲ့ သံအမတ် ။ မဲပေး မယ့် ပြည် သူ ကို ဘာ တစ် ခု မှ အဆင်ပြေ အောင် လုပ် မ ပေး ဘဲ ရန်သူ လို ဆက်ဆံ နေ တဲ့ သံအမတ် ။ အာဏာရှင် သဘောကျ အောင် လုပ် ပြ နေ တဲ့ သံအမတ် ။ ငါိုး မ သား ကို ရီး ယား သံအမတ် ။,
Lashio News,https://www.facebook.com/groups/376940012432714/permalink/3206460136147340,1178,Photo,155,56,169,0,1,0,0,ယနေ့ ( ၁ . ၁၀ . ၂၀၂၀ ) ရက် နေ့ ညနေ ( ၄ ) နာရီ အချိန် ခန့် တွင် ..... ရန် ကုန် မြို့ ကြီး အတွက် တစ်တပ်တစ်အား သွားရောက် ပူးပေါင်း ကြ မည့် ရှမ်း ပြည် မြောက် ပိုင်း ဆေးရုံ များ မှ ရှေ့တန်း တိုက်စစ် မှုး ( ၂၀ ) ဦး တို့သည် ပြည်နယ် ကျမ်း မာ ရေး ရုံး ကြီး မှ ရန် ကုန် သို့ ထွက်ခွာ ကြ မည် ဖြစ် ပါ ၍ စိတ် ဓါတ် အင်အား ၊ အစာ အ ဟာ ရ များ ၊ ရေ သန့် ဘူး များ ဖြင့် အားပေး ကြ ရအောင် အမျိုး တို့ ရေ ....( ယခင် ပုံ အဟောင်း များ ဖြစ် ပါသည် ) သန့် ဇင် လှိုင် .....,
ထူးထူးခြားခြားသတင်းအစုံ,https://www.facebook.com/groups/1674070092830889/permalink/2730304783874076,335,Native Video,140,87,25,2,6,0,1,,
မန္တလာမြေမှသတင်းစုံ,https://www.facebook.com/groups/718058491612239/permalink/3444285465656181,2038,Photo,48,59,69,3,0,0,0,ဒီ ကနေ့ စောစောစီးစီး မနက် ( ၇း ၀၀ ) နာရီ လောက် ကံ အလွန် ကောင်း ခဲ့ ပါ တယ် ။ ။ ၆၆ လမ်း နှင့် ၆၈ ကြား ၊ ၂၉ လမ်း ၊ မန္တလေး မြို့ မှာ ပံ့သကူပစ် တဲ့ အလှူ ပစ္စည်း ၁ ထုပ် လမ်း ဘေး မှာ ကောက်ရ ခဲ့ လို့ ပါ ။ ယခု လို ရောဂါကပ် ဘေးကာ လ ကြီး မှာ လှူ ခဲ့ တန်း ခဲ့ သော အ လှူ့ ရှင် .. ကို အတိုင်းမသိ ကျေးဇူးတင် မိ ပါသည် ။ ဤ သို့ .. လှူဒါန်း ခဲ့ သော အကျိုး ကြောင့် .. အလှူရှင် များ လည်း ယခု ဘဝ သာမက နောင်ဘဝ များ တိုင် ကြီးပွား ချမ်းသာ ၊ ကျန်းမာ ပြီး ယခု ထက် မက လှူ နိုင် သော အ လှူ့ ရှင် ကြီး များ ဖြစ် ကြ ပါစေ ဟု .. ဆု မွန် ကောင်း တောင်း အပ် ပါသည် .. ။ ။ ကပ် ရောဂါ ကာလ ကြီး မှာ လှူ သော အလှူ သည် အလွန် မွန်မြတ် သော အလှူ ဖြစ် သောကြောင့် ယခု လို အလှူရှင် များ များ စွာ ပေါ်ပေါက် လာ ပါစေ လို့ လည်း ဆုတောင်း အပ် ပါသည် ..,
"💖""NLD"" သတင်းမှန် သတင်းစုံ💖",https://www.facebook.com/groups/301213340823851/permalink/681176756160839,712,Native Video,57,178,91,2,6,0,0,,
မြောက်ဦးဆရာတော် အရှင်ဝါယာမိန္ဒ ကိုကြည်ညိုကြမည့်သူငယ်ချင်းဓမ္မမိတ်ဆွေများ,https://www.facebook.com/groups/167416020699286/permalink/802092363898312,826,Native Video,38,230,22,1,0,0,0,,
💖အမေ့သားသမီးများသီးသန့်💖,https://www.facebook.com/groups/1250425025055426/permalink/3422678007830106,527,Native Video,99,186,63,0,4,0,0,,
7Day News သတင်းစုံ,https://www.facebook.com/groups/306688006187246/permalink/1580837048772329,819,Link,183,182,6,0,19,0,1,မဂ် လာ ပါ,
Daily Special News,https://www.facebook.com/groups/1817930075114530/permalink/2780634742177387,1279,Native Video,166,396,29,18,6,2,1,,
သတင်းစုံ (100% News Group)@gp1,https://www.facebook.com/groups/765215830200675/permalink/3275466689175564,1593,Photo,202,110,186,2,4,1,0,မိမိ အသက် ကို ရင်း ပြီး ပြည် သူ တွေ အသက် ကို ကာကွယ် နေ တဲ့ ကျန်းမာရေး ဝန်ထမ်း တွေ အားလုံး ကျန်းမာ ပါစေ ........ လို့ ဆုတောင်း ပေးလိုက် ကြ ရအောင် လား,
ပဲခူးမြို့သတင်းစုံ,https://www.facebook.com/groups/776810362337593/permalink/4195408793811049,2794,Photo,364,156,352,2,6,0,0,( စာ ကို ပြီး အောင် ဖတ် ပါ )** ကြိုက်မှ့ Hi ပါ **** မ ရိုင်း ပါ နဲ့ ****09883126812**~~~~~~~~~~~~~~~~~~~~(2-10-2020)* နေ လည် *(12:01) အတွက် ~~~~~~~~~~~~~~~~~~~~~ ဇ ရှိ သလောက် ထိုး အပိုင် အော ကွက် ချ ပေး မယ် ~~~~~~~~~~~~~~~~~~~~ ကဏန်း ရောင်း မ စား ဘူး ငွေ ကြို မ တောင်း ဘူး ~~~~~~~~~~~~~~~~~~~~~~~~ ပေါက် မှ ပေး ပေါက် ပေး စနစ် နဲ့ ပါ ~~~~~~~~~~~~~~~~~~~~~ ဆဒ္န ရှိ မှ လာ ယူ ပါ အတင်း မ ခေါ် ပါ ဘူး ~~~~~~~~~~~~~~~~~~~~~~09883126812 ကို •• မက် ဆေ့ က နေ ~~~~~~~~~~~~~~~~~~~~ ဆဒ္န ရှိ လို စိတ်ပါ တယ် ဆို ရင် (Hi) ထား ပါ ~~~~~~~~~~~~~~~~~~~~~~~ အတင်း မ ခါ် ဘူး နော် ယုံကြည် မှ လာ ယူ ပါ ~~~~~~~~~~~~~~~~~~~~~~~~(hi) ထား ( မိတ်ဆွေ ) တို့ ကို ပေါက်ဂဏန်း () နာရီ ပို့ ပေး မယ် ** မှတ်ချက် ***** ဂတိ တည်မှ့ ဂဏန်း ယူ ပါ မိတ်ဆွေ ***,
တိုက်​ပွဲဝင်​ခွပ်ဒေါင်း(​သွေးနီတဲ့အ​မေစုသား/သမီး များသာ),https://www.facebook.com/groups/397077023968326/permalink/1380617582280927,917,Status,43,77,37,0,3,0,0,မ ခေါ် နဲ့ မ လာ ဘူး မ ဆွယ် နဲ့ မ ပါ ဘူး ကျုပ်တို့ မိသားစု NLD ဆိပ်ကမ်း မှာ ကျောက်ချ ထား တယ်,
💖နိုင်ငံတော်အတိုင်ပင်ခံပုဂ္ဂိုလ် ဒေါ်အောင်ဆန်းစုကြည်၏ မျိုးဆက်သစ်များ💖,https://www.facebook.com/groups/690887914347608/permalink/2920328168070227,986,Photo,177,207,151,0,0,0,0,,
💖အမေ့သားသမီးများသီးသန့်💖,https://www.facebook.com/groups/1250425025055426/permalink/3429450580486182,405,Photo,355,137,10,8,76,4,3,,
အမေစုကို ချစ်ကြသူများသာ (သီးသန့်),https://www.facebook.com/groups/131667613924620/permalink/1196243387467032,2170,Photo,248,286,286,0,0,0,0,,
💖နိုင်ငံတော်အတိုင်ပင်ခံပုဂ္ဂိုလ် ဒေါ်အောင်ဆန်းစုကြည်၏ မျိုးဆက်သစ်များ💖,https://www.facebook.com/groups/690887914347608/permalink/2919023274867383,1410,Photo,55,111,46,0,0,0,0,,
အမေစုကို ချစ်ကြသူများသာ (သီးသန့်),https://www.facebook.com/groups/131667613924620/permalink/1196637374094300,1580,Photo,88,101,153,0,0,0,0,နိုင်ငံတကာ မှာ ကြိုးစား ပြီး NLD ကို မဲပေး နေ ကြ တဲ့ ညီအစ်ကို များ အားလုံး ကို မြန်မာ ပြည် မှ လေးစား စွာ ဂါရဝပြု ပါ တယ် 🙏 🙏 🙏,
